area_type,availability,location,size,society,total_sqft,bath,balcony,price,location_numerical,Has Hall,Has Kitchen,Number of Bedrooms
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,SJityaz,702,1.0,0.0,35.8,1039,1,1,1.0
Plot  Area,Ready To Move,Attibele,3 Bedroom,,1700,3.0,1.0,65.0,152,-1,0,3.0
Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,,1145,2.0,2.0,68.5,493,1,1,2.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,,1208,2.0,2.0,43.5,990,1,1,3.0
Super built-up  Area,Ready To Move,Brookefield,3 BHK,,1589,3.0,2.0,74.0,277,1,1,3.0
Built-up  Area,Ready To Move,Allalasandra,2 BHK,Jaensa ,560,2.0,1.0,22.0,104,1,1,2.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,SLhidOr,1426,2.0,2.0,61.5,1262,1,1,3.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Sortz Q,1885,3.0,2.0,135.0,474,1,1,3.0
Super built-up  Area,18-Mar,Old Madras Road,2 BHK,SheldGr,935,2.0,0.0,37.77,896,1,1,2.0
Super built-up  Area,18-Apr,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,73.0,896,1,1,2.0
Super built-up  Area,Ready To Move,Singasandra,2 BHK,,1465,2.0,3.0,60.0,1084,1,1,2.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,95.0,278,1,1,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,2.0,66.85,972,1,1,3.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SMuilan,1452,2.0,2.0,46.29,1252,1,1,3.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,89.56,522,1,1,3.0
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,Meines ,1170,2.0,1.0,39.0,459,1,1,2.0
Super built-up  Area,Ready To Move,Anjappa Layout,2 BHK,,1070,2.0,1.0,50.0,130,1,1,2.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,53.0,664,1,1,3.0
Super built-up  Area,18-Mar,Kothanur,2 BHK,,1140,2.0,2.0,56.0,716,1,1,2.0
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRniad ,2600,3.0,2.0,160.0,964,1,1,3.0
Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,ALtonea,1532,3.0,2.0,59.75,1070,1,1,3.0
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,,1150,2.0,1.0,46.0,82,1,1,2.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1473,2.0,1.0,85.0,584,1,1,2.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99,675,1,1,3.0
Super built-up  Area,Ready To Move,Prithvi Layout,4 BHK,Prigh L,4040,4.0,0.0,500.0,941,1,1,4.0
Super built-up  Area,18-Jan,CV Raman Nagar,3 BHK,Pu270a ,1980,4.0,2.0,166.0,292,1,1,3.0
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660,3.0,2.0,128.0,530,1,1,3.0
Plot  Area,Ready To Move,Kogilu,7 Bedroom,,2456,7.0,2.0,85.0,707,-1,0,7.0
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,,650,2.0,2.0,45.0,302,1,1,2.0
Plot  Area,Ready To Move,Neeladri Nagar,5 Bedroom,Coleyli,4000,5.0,2.0,425.0,876,-1,0,5.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,340.0,786,1,1,3.0
Super built-up  Area,Ready To Move,Chikkakannalli,3 BHK,,1495,3.0,2.0,90.0,325,1,1,3.0
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Esncyth,1080,2.0,1.0,48.0,948,1,1,2.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Elodsre,1521,2.0,2.0,57.5,417,1,1,3.0
Built-up  Area,Ready To Move,Aishwarya Crystal Layout,2 BHK,GRvasth,1053,2.0,0.0,51.0,96,1,1,2.0
Super built-up  Area,18-Mar,Binny Pete,3 BHK,Shestlo,2406,5.0,2.0,289.0,267,1,1,3.0
Plot  Area,Ready To Move,Kanakpura Road,4 Bedroom,,800,5.0,3.0,115.0,664,-1,0,4.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1050,2.0,1.0,42.0,72,1,1,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,51.48,1148,1,1,3.0
Built-up  Area,Ready To Move,Begur,3 BHK,SrSaira,2400,3.0,2.0,12.0,231,1,1,3.0
Super built-up  Area,18-Apr,OLd Gurappanapalya,3 BHK,,1250,3.0,2.0,39.0,888,1,1,3.0
Plot  Area,Ready To Move,Ramanagara Channapatna,4 Bedroom,,1200,2.0,1.0,75.0,992,-1,0,4.0
Built-up  Area,Ready To Move,Ulsoor,1 Bedroom,,840,1.0,1.0,150.0,1176,-1,0,1.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SBiewid,1000,2.0,2.0,39.5,1179,1,1,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Guranya,1630,3.0,3.0,68.0,216,1,1,3.0
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Pre 1ri,985,2.0,1.0,40.5,654,1,1,2.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Chaldi ,1200,2.0,2.0,70.0,175,1,1,2.0
Built-up  Area,Ready To Move,Ambalipura,3 BHK,,1650,3.0,3.0,100.0,108,1,1,3.0
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Amsomun,1670,3.0,2.0,59.0,822,1,1,3.0
Super built-up  Area,Ready To Move,5th Block Hbr Layout,5 BHK,,1200,5.0,,205.0,60,1,1,5.0
Plot  Area,16-Jan,Sarjapur  Road,4 Bedroom,Saacesa,1240,4.0,0.0,110.0,1039,-1,0,4.0
Built-up  Area,Ready To Move,Maheswari Nagar,2 BHK,AsensGa,1000,2.0,2.0,60.0,777,1,1,2.0
Super built-up  Area,Ready To Move,Doddabanahalli,2 BHK,,830,2.0,2.0,26.0,385,1,1,2.0
Plot  Area,18-Jul,Ramagondanahalli,3 Bedroom,,1200,3.0,1.0,56.1,987,-1,0,3.0
Plot  Area,Ready To Move,Sadashiva Nagar,5 Bedroom,,9600,7.0,2.0,2736.0,1022,-1,0,5.0
Super built-up  Area,19-Aug,Begur Road,4 BHK,Pruthg ,2400 - 2600,6.0,0.0,122.5,232,1,1,4.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140,2.0,2.0,43.0,506,1,1,2.0
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Deens G,1635,3.0,3.0,85.0,848,1,1,3.0
Built-up  Area,Ready To Move,HSR Layout,2 BHK,,1120,2.0,1.0,70.0,494,1,1,2.0
Plot  Area,Ready To Move,Kamakya Layout,6 Bedroom,,2750,6.0,3.0,200.0,648,-1,0,6.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,185.0,1053,1,1,3.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2137,3.0,2.0,110.0,509,1,1,3.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,973,2.0,1.0,50.74,522,1,1,2.0
Super built-up  Area,18-Jun,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0,731,1,1,3.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1020,2.0,2.0,40.79,194,1,1,2.0
Plot  Area,Ready To Move,Hsr layout sector3,4 Bedroom,,1200,4.0,3.0,375.0,548,-1,0,4.0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,,750,1.0,1.0,35.0,417,1,1,1.0
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,49.0,650,1,1,2.0
Built-up  Area,Ready To Move,Thyagraj Nagar,2 Bedroom,,660,2.0,0.0,76.0,1162,-1,0,2.0
Super built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,DNeremo,2787,5.0,2.0,220.0,987,1,1,4.0
Built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1470,2.0,3.0,60.0,373,1,1,3.0
Super built-up  Area,20-Apr,Electronics City Phase 1,2 BHK,DSrry S,891,2.0,1.0,24.95,422,1,1,2.0
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,,1275,2.0,1.0,76.0,1040,1,1,2.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1787,3.0,2.0,120.0,716,1,1,3.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,5 Bedroom,,1730,5.0,2.0,75.0,74,-1,0,5.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1320,2.0,2.0,110.0,1039,1,1,2.0
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1692,3.0,3.0,108.0,1267,1,1,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1400,3.0,2.0,69.0,216,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,1.0,50.0,1039,1,1,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1370,2.0,2.0,56.0,1252,1,1,2.0
Super built-up  Area,18-Feb,Thirumenahalli,3 BHK,MNtha A,1602,3.0,2.0,56.0,1156,1,1,3.0
Built-up  Area,20-Dec,"Hoodi Circle, ",1 BHK,,793,1.0,1.0,40.0,531,1,1,1.0
Super built-up  Area,Ready To Move,GM Palaya,1 BHK,Srg Bnc,675,1.0,1.0,35.0,433,1,1,1.0
Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,3250,4.0,2.0,136.0,317,-1,0,4.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prarat ,1050,2.0,3.0,43.0,1252,1,1,2.0
Built-up  Area,Ready To Move,Jalahalli East,2 BHK,Srigmsw,1035,2.0,1.0,42.5,590,1,1,2.0
Super built-up  Area,17-Feb,Sarjapur  Road,3 BHK,MJinele,1200,2.0,2.0,44.0,1039,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1800,3.0,2.0,128.0,1039,1,1,3.0
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Prodsm ,1625,3.0,2.0,70.0,474,1,1,3.0
Super built-up  Area,20-Dec,Electronics City Phase 1,2 BHK,DSsicky,1032,2.0,1.0,31.99,422,1,1,2.0
Super built-up  Area,18-Apr,Whitefield,3 BHK,Asarqz ,1496,2.0,1.0,71.81,1252,1,1,3.0
Super built-up  Area,18-May,Kothnoor Dinne,2 BHK,,1100,2.0,2.0,38.0,717,1,1,2.0
Built-up  Area,Ready To Move,Kundalahalli,3 BHK,,1500,3.0,2.0,50.0,731,1,1,3.0
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,32.63,419,1,1,2.0
Super built-up  Area,Ready To Move,Chikka Banaswadi,3 BHK,MSadeed,1555,3.0,3.0,73.0,315,1,1,3.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Srncy R,1025,2.0,1.0,42.0,114,1,1,2.0
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,83.73,522,1,1,3.0
Super built-up  Area,Ready To Move,Banagirinagar,3 BHK,,1630,2.0,2.0,130.0,192,1,1,3.0
Super built-up  Area,Ready To Move,Arekere,2 BHK,Prdowth,900,2.0,1.0,44.5,142,1,1,2.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1355,2.0,3.0,75.0,1261,1,1,3.0
Plot  Area,18-May,1st Block Koramangala,4 Bedroom,,2360,4.0,2.0,601.0,28,-1,0,4.0
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1200,2.0,2.0,45.0,98,1,1,2.0
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1563,3.0,2.0,63.0,1127,1,1,3.0
Plot  Area,Ready To Move,Medaralli,4 Bedroom,,1344,4.0,1.0,84.0,817,-1,0,4.0
Super built-up  Area,Ready To Move,6th block Koramangala,3 BHK,,3000,3.0,2.0,400.0,68,1,1,3.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,812,2.0,1.0,42.0,62,1,1,2.0
Built-up  Area,18-Apr,Basaveshwara Nagar,2 BHK,,1200,2.0,1.0,70.0,225,1,1,2.0
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,,3175,4.0,1.0,156.0,1261,1,1,4.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Prionad,1360,2.0,1.0,101.0,799,1,1,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,3.0,3.0,88.0,515,1,1,3.0
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRodsen,1756,3.0,2.0,110.0,964,1,1,3.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1296,2.0,2.0,51.83,74,1,1,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,1.0,75.0,506,1,1,2.0
Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1141,2.0,1.0,50.0,118,1,1,2.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1270,2.0,2.0,50.79,928,1,1,3.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1210,2.0,1.0,55.0,417,1,1,2.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Savar S,1310,2.0,2.0,67.0,535,1,1,2.0
Plot  Area,Ready To Move,Ejipura,5 Bedroom,,1356,5.0,2.0,139.0,416,-1,0,5.0
Super built-up  Area,18-Aug,Magadi Road,3 BHK,Vrenty ,1052 - 1322,2.0,0.0,55.195,772,1,1,3.0
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,140.0,478,1,1,3.0
Plot  Area,17-Aug,KR Puram,5 Bedroom,,1200,5.0,1.0,125.0,626,-1,0,5.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1050,2.0,2.0,37.0,972,1,1,2.0
Plot  Area,Ready To Move,Banashankari,4 Bedroom,,2400,4.0,3.0,500.0,194,-1,0,4.0
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,34.0,419,1,1,2.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,Vaensia,1210,2.0,2.0,54.0,1190,1,1,2.0
Super built-up  Area,18-May,Kasavanhalli,3 BHK,,2035,3.0,2.0,142.0,670,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,DSousyl,633,1.0,1.0,17.09,1038,1,1,1.0
Built-up  Area,Ready To Move,Amruthahalli,1 BHK,Prowsi ,485,1.0,1.0,19.5,114,1,1,1.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1112,2.0,2.0,40.0,1190,1,1,2.0
Plot  Area,Ready To Move,Ullal Uppanagar,2 Bedroom,,1200,2.0,0.0,82.0,1175,-1,0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4.0,2.0,187.0,1039,1,1,3.0
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,BrlonAv,1419,3.0,2.0,85.0,393,1,1,3.0
Super built-up  Area,18-Apr,Sri Sai Layout,2 BHK,,1195,2.0,,42.4,1099,1,1,2.0
Built-up  Area,Ready To Move,Versova Layout,3 Bedroom,,2020,3.0,3.0,270.0,1209,-1,0,3.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,2.0,91.0,731,1,1,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1884,4.0,2.0,117.0,1148,1,1,3.0
Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,,1200,3.0,2.0,149.0,785,-1,0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,905,2.0,1.0,58.0,216,1,1,2.0
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Brwernn,1500,2.0,1.0,108.0,575,1,1,3.0
Built-up  Area,Ready To Move,Chikkajala,1 BHK,,850,1.0,0.0,50.0,324,1,1,1.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,,1125,2.0,1.0,32.49,271,1,1,2.0
Built-up  Area,Ready To Move,Tindlu,2 BHK,,1165,2.0,2.0,59.8,1165,1,1,2.0
Built-up  Area,Ready To Move,Maruthi Sevanagar,2 BHK,,933,2.0,0.0,55.0,810,1,1,2.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1305,2.0,1.0,77.0,522,1,1,3.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2.0,1.0,65.0,264,1,1,2.0
Super built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,865,2.0,2.0,33.0,173,1,1,2.0
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1245,3.0,3.0,66.0,606,1,1,3.0
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,,8840,2.0,3.0,300.0,646,1,1,2.0
Super built-up  Area,Ready To Move,Udayagiri,3 BHK,Ozquaba,1145,2.0,2.0,60.0,1172,1,1,3.0
Built-up  Area,Ready To Move,AECS Layout,3 BHK,Concyvi,2000,3.0,1.0,90.0,80,1,1,3.0
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,625,1.0,1.0,43.68,536,1,1,1.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,2.0,128.0,731,1,1,3.0
Plot  Area,Ready To Move,Madiwala,1 Bedroom,,400,1.0,1.0,75.0,771,-1,0,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1270,2.0,1.0,54.0,1039,1,1,3.0
Super built-up  Area,18-Apr,Madiwala,3 BHK,,1250,3.0,2.0,39.5,771,1,1,3.0
Super built-up  Area,20-Dec,Jakkur,3 BHK,ArndsSk,1485,3.0,2.0,72.0,584,1,1,3.0
Super built-up  Area,Ready To Move,Shankarapuram,2 BHK,,823,2.0,1.0,80.0,1060,1,1,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,990,2.0,2.0,50.0,72,1,1,2.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0,1138,-1,0,3.0
Super built-up  Area,18-Mar,Kothanur,2 BHK,,1185,2.0,2.0,59.0,716,1,1,2.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,,1140,2.0,1.0,78.0,634,1,1,2.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1950,4.0,2.0,120.0,110,1,1,3.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1756,3.0,2.0,125.0,1261,1,1,3.0
Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,,2600,4.0,2.0,300.0,727,-1,0,4.0
Super built-up  Area,19-Sep,Chandapura,1 BHK,SuVue S,520,1.0,1.0,14.04,304,1,1,1.0
Built-up  Area,Ready To Move,Doddakannelli,2 BHK,Jyavet ,1025,2.0,1.0,48.0,392,1,1,2.0
Built-up  Area,18-Jun,Whitefield,2 BHK,,1216,2.0,1.0,72.0,1252,1,1,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1026,2.0,2.0,60.8,1039,1,1,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3335,4.0,3.0,300.0,1039,1,1,4.0
Built-up  Area,Ready To Move,Kodichikkanahalli,5 Bedroom,,2700,4.0,2.0,125.0,702,-1,0,5.0
Super built-up  Area,18-Apr,Begur,3 BHK,Arera V,1411,2.0,2.0,60.0,231,1,1,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SPthara,1320,2.0,1.0,39.6,664,1,1,3.0
Built-up  Area,Ready To Move,Bannerghatta,2 BHK,Srentea,1320,2.0,0.0,50.0,215,1,1,2.0
Plot  Area,Ready To Move,OMBR Layout,4 Bedroom,,615,4.0,2.0,110.0,889,-1,0,4.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,155.0,641,1,1,3.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0,494,1,1,2.0
Plot  Area,18-Apr,Banjara Layout,4 Bedroom,,1200,4.0,1.0,105.0,212,-1,0,4.0
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2375,4.0,2.0,189.0,513,1,1,4.0
Plot  Area,Ready To Move,Chamundi Nagar,3 Bedroom,,1750,3.0,2.0,120.0,303,-1,0,3.0
Plot  Area,Ready To Move,Wilson Garden,9 Bedroom,,960,5.0,2.0,130.0,1256,-1,0,9.0
Super built-up  Area,Ready To Move,TC Palaya,2 BHK,,1152,2.0,2.0,55.0,1138,1,1,2.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,965,2.0,1.0,54.0,1148,1,1,2.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1684,3.0,1.0,120.0,757,1,1,3.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,MItatHa,1672,3.0,2.0,86.0,522,1,1,3.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,Saite G,1075,2.0,2.0,60.0,914,1,1,2.0
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,PulokPu,1500,5.0,2.0,95.0,1038,-1,0,3.0
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,,1464,3.0,2.0,56.0,491,1,1,3.0
Super built-up  Area,18-Dec,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,99.26,513,1,1,2.0
Super built-up  Area,Ready To Move,Nagashetty Halli,2 BHK,,750,2.0,0.0,40.0,852,1,1,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1169,2.0,2.0,64.08,1267,1,1,2.0
Super built-up  Area,18-Jul,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,62.0,365,1,1,3.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1160,2.0,2.0,40.6,688,1,1,2.0
Built-up  Area,Ready To Move,Shampura,7 Bedroom,,2800,5.0,3.0,95.0,1059,-1,0,7.0
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,Brama P,1500,3.0,2.0,70.0,837,1,1,3.0
Super built-up  Area,Ready To Move,Domlur,3 BHK,,1850,3.0,1.0,180.0,402,1,1,3.0
Super built-up  Area,18-Jan,Venkatapura,3 BHK,,1300,3.0,2.0,46.0,1205,1,1,3.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,1.0,37.84,419,1,1,3.0
Built-up  Area,Ready To Move,RMV,3 BHK,,2750,5.0,2.0,550.0,953,1,1,3.0
Super built-up  Area,Ready To Move,Bhoopsandra,3 BHK,E onsg ,2150,3.0,0.0,170.0,253,1,1,3.0
Built-up  Area,Ready To Move,5th Block Hbr Layout,6 BHK,,5100,5.0,3.0,300.0,60,1,1,6.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1300,2.0,3.0,69.0,664,1,1,3.0
Plot  Area,Ready To Move,Kadugodi,3 Bedroom,,1875,2.0,1.0,110.0,635,-1,0,3.0
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,,1260,2.0,1.0,82.0,549,1,1,3.0
Built-up  Area,Ready To Move,Kengeri,5 Bedroom,,2500,4.0,3.0,100.0,688,-1,0,5.0
Super built-up  Area,19-Jun,Begur Road,2 BHK,,1241,2.0,1.0,64.0,232,1,1,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1025,2.0,2.0,45.5,1039,1,1,2.0
Plot  Area,Ready To Move,Postal Colony,2 Bedroom,,1500,1.0,0.0,218.0,931,-1,0,2.0
Built-up  Area,17-Jun,Electronic City,2 BHK,GMown E,1070,2.0,1.0,60.0,417,1,1,2.0
Super built-up  Area,Ready To Move,Begur,2 BHK,Prorath,815,2.0,1.0,40.0,231,1,1,2.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoestSu,2000,3.0,3.0,105.0,664,1,1,3.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,1400,2.0,1.0,190.0,786,1,1,2.0
Plot  Area,Ready To Move,Varthur,4 Bedroom,,1740,4.0,3.0,175.0,1190,-1,0,4.0
Super built-up  Area,Ready To Move,ITPL,4 BHK,Toodyit,5666 - 5669,5.0,0.0,300.0,557,1,1,4.0
Built-up  Area,18-Apr,Sarjapur  Road,2 BHK,,1216,2.0,2.0,70.0,1039,1,1,2.0
Super built-up  Area,Ready To Move,pavitra paradise,3 BHK,,2200,2.0,1.0,190.0,1292,1,1,3.0
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3500,5.0,2.0,450.0,515,-1,0,4.0
Plot  Area,Ready To Move,Shampura,6 Bedroom,,970,6.0,3.0,105.0,1059,-1,0,6.0
Plot  Area,Ready To Move,Vidyaranyapura,7 Bedroom,,3150,7.0,3.0,375.0,1216,-1,0,7.0
Plot  Area,Ready To Move,Kanakpura Road,2 Bedroom,,1200,2.0,0.0,62.0,664,-1,0,2.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1026,2.0,1.0,50.18,799,1,1,2.0
Built-up  Area,Ready To Move,Hulimavu,1 BHK,,450,1.0,1.0,20.0,549,1,1,1.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1205,2.0,1.0,45.79,626,1,1,2.0
Super built-up  Area,Ready To Move,Jakkur Plantation,2 BHK,Reicace,1368,2.0,3.0,87.0,585,1,1,2.0
Built-up  Area,Ready To Move,Anekal,1 BHK,,420,1.0,1.0,12.5,126,1,1,1.0
Built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1270,2.0,2.0,42.0,390,1,1,2.0
Super built-up  Area,Ready To Move,Anekal,2 BHK,,614,1.0,1.0,28.0,126,1,1,2.0
Plot  Area,18-May,Margondanahalli,2 Bedroom,,1050,2.0,0.0,58.0,803,-1,0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Juclend,1408,2.0,2.0,58.0,1261,1,1,2.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1223,2.0,2.0,42.81,1115,1,1,3.0
Built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,Sariana,1507,3.0,1.0,80.0,1000,1,1,3.0
Super built-up  Area,Ready To Move,kadubisnahalli,2 BHK,,1160,2.0,2.0,57.0,1282,1,1,2.0
Plot  Area,Ready To Move,Kithaganur,3 Bedroom,,1200,3.0,1.0,70.0,698,-1,0,3.0
Built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,Pathira,960,2.0,3.0,50.0,928,1,1,2.0
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1021,2.0,2.0,46.0,839,1,1,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoisoCa,2162.03,4.0,2.0,129.0,515,1,1,3.0
