area_type,availability,location,size,society,total_sqft,bath,balcony,price,location_numerical,,Number of Bedrooms
Built-up  Area,Ready To Move,Jigani,3,DLhtsen,1252,3,2,590000,606,,
Super built-up  Area,19-Aug,Hormavu,2,,1196,2,1,448000,535,,
Built-up  Area,Ready To Move,Kudlu,2,Srrnasa,1027,2,2,440000,721,,
Plot  Area,Ready To Move,Padmanabhanagar,3,,610,2,1,750000,907,,
Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3,,1270,2,2,571500,929,,
Super built-up  Area,16-Nov,Mico Layout,2,Prs 2hi,1171,2,2,390000,822,,
Super built-up  Area,Ready To Move,Kothannur,3,,1215,2,3,486000,715,,
Plot  Area,Ready To Move,Venkateswara Nagar,1,,600,1,0,200000,1207,,
Super built-up  Area,19-Dec,Whitefield,2,Oreldhi,1180,2,1,770000,1252,,
Built-up  Area,18-Aug,Electronic City Phase II,2,Sryalan,1160,2,1,335100,419,,
Plot  Area,Ready To Move,Chikkagubbi,4,LGrldti,4382,4,3,4000000,323,,
Super built-up  Area,20-Sep,Whitefield,3,Goted U,2140,3,2,1390000,1252,,
Super built-up  Area,Ready To Move,Yeshwanthpur,3,GoandAc,1500,3,1,1000000,1267,,
Super built-up  Area,Ready To Move,Banaswadi,2,Naavehi,1008,2,2,520000,208,,
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,SoechHa,1921,4,3,1290000,110,,
Super built-up  Area,Ready To Move,Electronic City,2,Puncyya,1127,2,2,320000,417,,
Super built-up  Area,18-May,Rajaji Nagar,3,Pumesim,1621,3,1,1240000,976,,
Plot  Area,Ready To Move,Poornapragna Housing Society Layout,3,,2400,3,0,3600000,929,,
Super built-up  Area,Ready To Move,Banashankari 2 nd Stage,3,,1030,2,2,772500,195,,
Super built-up  Area,18-Aug,Whitefield,2,,1314,2,1,840000,1252,,
Super built-up  Area,Ready To Move,Choodasandra,3,GRhtiru,1220,3,1,560000,336,,
Plot  Area,18-Mar,Banashankari Stage VI,4,,600,3,1,970000,205,,
Built-up  Area,Ready To Move,JP Nagar,3,Meowns ,1590,2,3,850000,575,,
Super built-up  Area,Ready To Move,Shivaji Nagar,2,,703,2,1,495000,1074,,
Super built-up  Area,18-Aug,Hosakerehalli,3,Maunt M,1795,3,2,646200,539,,
Built-up  Area,Ready To Move,Gottigere,4,,3000,3,0,1320000,466,,
Super built-up  Area,18-Dec,Sarjapur  Road,4,Kla L,4395,4,2,2420000,1039,,
Super built-up  Area,Ready To Move,Electronic City,2,KBityo ,825,2,1,350000,417,,
Super built-up  Area,18-Dec,Yelahanka,4,Nileyap,4025,6,1,3500000,1261,,
Super built-up  Area,22-Jan,Vajarahalli,3,,1254,2,1,700000,1187,,
Built-up  Area,Ready To Move,Ramagondanahalli,3,,2040,3,2,1140000,987,,
Super built-up  Area,Ready To Move,Thigalarapalya,3,Prtanha,2215,4,2,1540000,1153,,
Super built-up  Area,Ready To Move,Jalahalli,2,Tahtsla,1478,2,2,1250000,589,,
Super built-up  Area,Ready To Move,Malleshwaram,3,Sariaat,2475,4,3,3370000,786,,
Super built-up  Area,Ready To Move,Cambridge Layout,3,Bhacy L,1669,3,2,2980000,294,,
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3,Roaan,1820,3,2,795000,846,,
Super built-up  Area,19-Dec,Horamavu Agara,3,Prhar G,1623,3,1,890000,533,,
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1243,2,2,460000,506,,
Super built-up  Area,Ready To Move,Electronic City,2,Elodsre,1200,2,2,405000,417,,
Super built-up  Area,Ready To Move,Gottigere,3,Sklls C,1613,3,3,720000,466,,
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2,Almid P,1293,2,2,800000,985,,
Super built-up  Area,Ready To Move,Hoskote,2,Corus C,1065,2,2,285000,542,,
Super built-up  Area,18-Apr,Kudlu Gate,2,SunetSo,940,2,1,695700,722,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Trurea ,1181,2,1,650000,1039,,
Super built-up  Area,Ready To Move,Malleshwaram,3,Sariaat,2215,3,2,2750000,786,,
Built-up  Area,Ready To Move,Marathahalli,1,RookaJh,1100,2,,750000,799,,
Super built-up  Area,Ready To Move,MLA Layout,2,,1050,2,1,360000,765,,
Super built-up  Area,Ready To Move,Subramanyapura,3,Mayne A,1260,2,1,750000,1115,,
Super built-up  Area,Ready To Move,Banashankari Stage II,5,,2800,3,2,4250000,202,,
Super built-up  Area,Ready To Move,Dodda Banaswadi,3,,1500,3,2,560000,380,,
Plot  Area,Ready To Move,KR Puram,6,Coronte,1200,6,3,1320000,626,,
Plot  Area,18-May,Esther Enclave Layout,2,,1000,2,0,660000,424,,
Super built-up  Area,Ready To Move,Whitefield,3,PaantPl,1530,3,3,730000,1252,,
Super built-up  Area,Ready To Move,HSR Layout,2,NRosete,1140,2,2,460000,494,,
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3,AlEcone,1864,3,3,1150000,383,,
Built-up  Area,Ready To Move,Sarjapur,3,Coa It ,1575,3,3,550000,1038,,
Plot  Area,18-Dec,Attibele,3,AkAti,1200,3,,1050000,152,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Deade A,945,2,1,450000,972,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Kla L,1691,3,2,1000000,1039,,
Plot  Area,Ready To Move,KR Garden,2,,1200,2,3,1350000,624,,
Built-up  Area,18-Aug,Electronic City Phase II,3,Sryalan,1220,3,1,352500,419,,
Built-up  Area,Ready To Move,Kengeri,1,KHnumla,600,1,1,350000,688,,
Super built-up  Area,18-Aug,Whitefield,2,SSdhimr,1160,2,2,390000,1252,,
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3,AlEcone,1950,2,,895000,383,,
Super built-up  Area,Ready To Move,Vittasandra,3,Prlla C,1650,3,1,850000,1242,,
Built-up  Area,Ready To Move,Annapurneshwari Nagar,4,,2400,4,1,1500000,134,,
Super built-up  Area,Ready To Move,Abbigere,2,SLtias ,795,1,1,326000,86,,
Plot  Area,Ready To Move,Raghavendra Nagar,5,,800,5,1,950000,966,,
Plot  Area,Ready To Move,TC Palaya,5,,1400,5,1,970000,1138,,
Super built-up  Area,Ready To Move,Kalyan nagar,3,,2285,4,1,1650000,646,,
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1243,2,2,460000,506,,
Super built-up  Area,Ready To Move,Kammagondahalli,2,DiiteR ,1263,2,1,515000,652,,
Super built-up  Area,Ready To Move,Nanjappa Layout Vidyaranyapura,5,,1200,4,2,1150000,864,,
Super built-up  Area,Ready To Move,Hennur,3,SLureSi,1345,2,1,690000,518,,
Built-up  Area,Ready To Move,D Group Employees Layout,5,,4400,5,3,2400000,353,,
Super built-up  Area,Ready To Move,Electronic City,3,GMown E,1360,2,1,580000,417,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1026,2,1,605500,1039,,
Super built-up  Area,Ready To Move,Alfa Garden Layout,2,,1050,2,2,380000,103,,
Super built-up  Area,Ready To Move,Uttarahalli,3,,1460,3,3,760000,1179,,
Super built-up  Area,Ready To Move,Banagiri Nagar,3,,1525,2,2,914800,191,,
Built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1843,3,2,850000,664,,
Super built-up  Area,18-Aug,Ananth Nagar,2,,1000,2,3,250000,121,,
Super built-up  Area,Ready To Move,Koramangala,3,KHage G,1642,2,1,1150000,713,,
Plot  Area,Ready To Move,TC Palaya,3,,1200,2,0,660000,1138,,
Super built-up  Area,Ready To Move,Austin Town,2,,975,2,1,600000,155,,
Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,440000,268,,
Super built-up  Area,18-Feb,Panathur,2,,1210,2,1,779300,914,,
Super built-up  Area,Ready To Move,Rammana Layout,3,,2000,3,2,1000000,998,,
Super built-up  Area,Ready To Move,Akshaya Nagar,2,DLhtsnd,1225,2,0,680000,98,,
Super built-up  Area,Ready To Move,Jakkur,2,HRaniIb,1290,2,1,800400,584,,
Built-up  Area,Ready To Move,Remco Bhel Layout,2,,1220,2,0,560000,1002,,
Plot  Area,Ready To Move,A Narayanapura,1,,1500,2,0,850000,78,,
Super built-up  Area,Ready To Move,Kaggadasapura,2,Maisehi,1361,2,2,790000,637,,
Plot  Area,Ready To Move,Frazer Town,5,,2801.25,4,1,4620000,428,,
Built-up  Area,Ready To Move,1st Phase JP Nagar,2,NCaveun,1394,2,2,850000,29,,
Super built-up  Area,Ready To Move,Yelahanka,2,,870,2,1,270000,1261,,
Plot  Area,Ready To Move,Marasandra,4,,5000,5,3,3000000,798,,
Super built-up  Area,18-May,Rajaji Nagar,2,Pumesim,1222,2,2,980000,976,,
Super built-up  Area,Ready To Move,Hebbal,2,Mahosya,1420,2,1,993900,513,,
Super built-up  Area,Ready To Move,Bellandur,3,,1846,3,2,1350000,236,,
Plot  Area,Ready To Move,Benson Town,2,,1688.12,2,1,2700000,242,,
Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1167,2,2,640800,1267,,
Super built-up  Area,Ready To Move,Ananth Nagar,2,,902,2,2,250000,121,,
Super built-up  Area,Ready To Move,Kannamangala,4,,2422,4,3,1350000,665,,
Super built-up  Area,Ready To Move,Rachenahalli,2,,1050,2,2,525000,964,,
Built-up  Area,Ready To Move,Rajapura,2,,1000,2,0,500000,979,,
Built-up  Area,Ready To Move,Kundalahalli,2,,1260,2,0,580000,731,,
Built-up  Area,Ready To Move,Banashankari Stage II,3,,3000,3,2,4500000,202,,
Super built-up  Area,Ready To Move,Jigani,2,DLhtsen,939,2,2,390000,606,,
Plot  Area,Ready To Move,Konanakunte,9,,1590,6,1,1500000,708,,
Plot  Area,Ready To Move,Jalahalli,1,,600,1,0,370000,589,,
Built-up  Area,Ready To Move,8th Phase JP Nagar,2,,1298,2,1,590000,74,,
Super built-up  Area,Ready To Move,Marathahalli,3,Asintas,1710,3,2,1350000,799,,
Super built-up  Area,Ready To Move,Subramanyapura,2,Srnumum,1000,2,1,450000,1115,,
Super built-up  Area,Ready To Move,Ramagondanahalli,3,Reitice,3350,3,3,1500000,987,,
Plot  Area,Ready To Move,Bagalakunte,2,,1200,4,1,1380000,184,,
Built-up  Area,Ready To Move,RPC layout,2,,1100,2,2,680000,958,,
Super built-up  Area,Ready To Move,Jalahalli,1,Vaniai ,615,1,1,460000,589,,
Super built-up  Area,18-Apr,Sarjapur  Road,2,PualeSk,1350,2,1,850000,1039,,
Built-up  Area,Ready To Move,Sultan Palaya,4,,5000,5,2,3250000,1118,,
Super built-up  Area,Ready To Move,Cunningham Road,3,Lelia M,2700,3,1,5010000,352,,
Plot  Area,Ready To Move,Vijaya Bank Layout,6,,4000,6,2,4600000,1220,,
Super built-up  Area,Ready To Move,Hegde Nagar,3,Soiniy ,1718,3,2,1300000,515,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1680,3,2,1120000,72,,
Plot  Area,Ready To Move,Hulimavu,2,,1500,2,0,900000,549,,
Super built-up  Area,18-May,Sarjapur  Road,3,AsastDe,1157,2,1,720000,1039,,
Super built-up  Area,Ready To Move,Akshaya Nagar,2,,1179,2,1,510000,98,,
Super built-up  Area,Ready To Move,Hulimavu,2,RatosAr,1255 - 1375,2,0,604800,549,,
Super built-up  Area,18-Mar,Phase 1 Kammasandra,2,,1105,2,2,281800,925,,
Super built-up  Area,Ready To Move,Banashankari,3,Bregae ,1800,3,2,1750000,194,,
Super built-up  Area,Ready To Move,Jalahalli East,2,ShshaSa,1010,2,1,520000,590,,
Super built-up  Area,18-Jan,Electronic City,1,Praun,630,1,1,460000,417,,
Plot  Area,19-Apr,Anekal,2,,1200,2,1,361000,126,,
Super built-up  Area,Ready To Move,Kaval Byrasandra,2,,1025,2,1,600000,678,,
Super built-up  Area,Ready To Move,Hennur Road,2,,1195,2,2,590000,522,,
Super built-up  Area,18-Feb,Whitefield,2,Alsta F,1012,2,1,580000,1252,,
Super built-up  Area,Ready To Move,Hegde Nagar,3,SoitaCa,1884,4,2,1180000,515,,
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,Soe 2as,1090,2,1,370000,1041,,
Super built-up  Area,Ready To Move,Kathriguppe,3,Prone M,1300,3,2,779900,675,,
Super built-up  Area,Ready To Move,Amblipura,4,IDldsin,2950,4,2,2500000,111,,
Super built-up  Area,Ready To Move,Harlur,3,SrEndPo,1710,3,3,850000,509,,
Super built-up  Area,Ready To Move,Uttarahalli,3,,1500,3,1,680000,1179,,
Super built-up  Area,Ready To Move,Kodichikkanahalli,3,Jae 1ke,1310,2,2,530000,702,,
Super built-up  Area,18-Dec,Dommasandra,2,,674,1,1,199000,404,,
Built-up  Area,Ready To Move,Hoodi,3,,1350,3,2,700000,530,,
Built-up  Area,Ready To Move,Hennur Gardens,3,PlhtsHe,1464,2,2,1150000,521,,
Built-up  Area,Ready To Move,Marsur,3,Asara S,715,2,1,290000,805,,
Built-up  Area,18-Dec,Electronic City,3,,1400,2,1,404500,417,,
Super built-up  Area,19-Dec,Electronic City Phase II,3,DSineSt,1625,2,2,487500,419,,
Built-up  Area,18-Dec,Electronic City,2,,1065,2,1,307600,417,,
Plot  Area,Ready To Move,Kumaraswami Layout,6,,510,4,1,700000,727,,
Super built-up  Area,Ready To Move,HMT Layout,3,,1385,3,3,900000,490,,
Super built-up  Area,Ready To Move,CV Raman Nagar,2,JKmesHo,1040,2,1,500000,292,,
Super built-up  Area,Ready To Move,Haralur Road,3,,1817,3,2,1100000,506,,
Super built-up  Area,Ready To Move,Volagerekallahalli,2,PSterAs,1205,2,1,470000,1245,,
Super built-up  Area,Ready To Move,Volagerekallahalli,2,,1070,2,2,334300,1245,,
Super built-up  Area,Ready To Move,Kodathi,2,,1070,2,1,520000,700,,
Super built-up  Area,Ready To Move,Amruthahalli,2,,1340,2,1,750000,114,,
Super built-up  Area,Ready To Move,Kalena Agrahara,2,ARomee ,980,2,2,350000,641,,
Built-up  Area,Ready To Move,8th Phase JP Nagar,2,SVthaho,1006,2,0,440000,74,,
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1098,2,1,710000,1148,,
Built-up  Area,Ready To Move,Mico Layout,2,MyeurGr,1200,2,1,535000,822,,
Super built-up  Area,Ready To Move,Thigalarapalya,4,Prtanha,4190,4,,3250000,1153,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Ahriaup,1019,2,1,620000,1039,,
Super built-up  Area,18-May,Whitefield,2,,1150,2,2,402100,1252,,
Plot  Area,Ready To Move,Anekal,3,Vaensnd,1733.5,3,1,1200000,126,,
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,2,Essic C,1415,2,2,1200000,1268,,
Built-up  Area,21-Dec,"Electronic city Phase 1, ",3,,1750,3,2,580000,420,,
Super built-up  Area,18-Dec,Raja Rajeshwari Nagara,3,,1537,3,2,810000,974,,
Built-up  Area,Ready To Move,Chennappa Layout,2,Mawerer,1050,2,2,450000,312,,
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1452,3,3,556000,664,,
Super built-up  Area,Ready To Move,Domlur,2,IBictnd,1246,2,1,950000,402,,
Built-up  Area,Ready To Move,Yelahanka,3,PrrloMo,1890,4,2,850000,1261,,
Super built-up  Area,18-May,Electronic City Phase II,2,MJtroty,972,2,1,400000,419,,
Plot  Area,Ready To Move,5th Block Jayanagar,4,,10624,4,2,23400000,61,,
Plot  Area,Ready To Move,Brookefield,4,Goodsrb,1500,5,3,1600000,277,,
Super built-up  Area,18-Aug,Electronic City,1,Praun,630,1,1,337000,417,,
Plot  Area,18-Mar,Kothanur,8,,1050,5,0,800000,716,,
Built-up  Area,Ready To Move,Shingapura,3,,1255,2,1,600000,1071,,
Plot  Area,Ready To Move,Ramamurthy Nagar,4,,1900,4,2,1850000,990,,
Plot  Area,Ready To Move,Doddaballapur,3,,2440,3,1,1420000,384,,
Super built-up  Area,21-May,Kanakpura Road,3,GolusLi,1938,3,3,926900,664,,
Super built-up  Area,Ready To Move,Bannerghatta Road,3,,1711,3,2,1250000,216,,
Plot  Area,Ready To Move,Nagarbhavi,5,,1200,4,3,2400000,848,,
Super built-up  Area,18-Jul,CV Raman Nagar,2,Pu270a ,1392,2,1,950000,292,,
Super built-up  Area,18-Mar,Haralur Road,2,SNnia E,1225,2,1,770000,506,,
Super built-up  Area,Ready To Move,Sarjapur  Road,4,Saitya ,3418,3,,2350000,1039,,
Super built-up  Area,Ready To Move,Green Glen Layout,3,Soweray,1750,3,2,1200000,474,,
Super built-up  Area,Ready To Move,Subramanyapura,3,Mayne A,1260,2,1,800000,1115,,
Super built-up  Area,19-Dec,Sarjapur  Road,1,AsastDe,691,1,1,311000,1039,,
Plot  Area,Ready To Move,BTM 2nd Stage,4,,2400,3,2,4000000,175,,
Super built-up  Area,Ready To Move,Haralur Road,2,NDionas,1285,2,1,780000,506,,
Built-up  Area,Ready To Move,Hebbal,3,Thuse F,1590,3,2,960000,513,,
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3,JSyane ,1571,3,2,650000,77,,
Built-up  Area,Ready To Move,Hebbal Kempapura,5,,2800,5,1,2200000,514,,
Super built-up  Area,Ready To Move,Garudachar Palya,2,,1060,2,1,486600,443,,
Super built-up  Area,Ready To Move,Hennur,2,Shateor,1255,2,1,580000,518,,
Plot  Area,Ready To Move,Govindapura,4,,702,4,0,650000,467,,
Plot  Area,Ready To Move,Lal Bahadur Shastri Nagar,3,,2400,2,2,1850000,749,,
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1520,2,3,810000,216,,
Super built-up  Area,Ready To Move,Kanakpura Road,3,Wiowsri,1430 - 1630,,,709900,664,,
Super built-up  Area,Ready To Move,Gollahalli,2,MJlese ,1170,2,1,455100,459,,
Super built-up  Area,Ready To Move,OMBR Layout,3,,1580,3,2,750000,889,,
Super built-up  Area,Ready To Move,Ardendale,3,SoystAm,1777.26,3,2,890000,139,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1303,2,2,557800,972,,
Built-up  Area,Ready To Move,Kodichikkanahalli,2,,1680,2,3,590000,702,,
Built-up  Area,Ready To Move,Whitefield,3,Sonviik,1495,2,,700000,1252,,
Super built-up  Area,18-Mar,Yelahanka,3,Miitat ,1835,3,1,1080000,1261,,
Plot  Area,Ready To Move,Banjara Layout,3,,610,3,1,600000,212,,
Built-up  Area,Ready To Move,Nagawara Junction,2,,1080,2,2,380000,855,,
Built-up  Area,18-Dec,Electronic City,2,,1025,2,1,296100,417,,
Super built-up  Area,18-Aug,Haralur Road,2,SNnia E,1225,2,1,674800,506,,
Super built-up  Area,20-Jan,Balagere,1,Soresea,656,1,1,347700,188,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Ascid P,994,2,2,450000,1039,,
Super built-up  Area,Ready To Move,Thirupalya,2,Pao 2Sm,1025,2,1,650000,1157,,
Built-up  Area,Ready To Move,Marathahalli,2,VRave E,1156,2,2,520000,799,,
Super built-up  Area,Ready To Move,JP Nagar,2,Maar ,1250,2,2,600000,575,,
Built-up  Area,Ready To Move,Kundalahalli,4,Roima A,3092,4,3,2300000,731,,
Super built-up  Area,Ready To Move,Hegde Nagar,3,SoitaCa,1930,4,2,1220000,515,,
Built-up  Area,Ready To Move,New Thippasandra,2,Saeraep,1020,2,1,700000,882,,
Built-up  Area,Ready To Move,Kumaraswami Layout,3,,1310,2,1,700000,727,,
Super built-up  Area,19-Dec,Jalahalli,1,Vaniai ,610 - 615,1,0,275650,589,,
Built-up  Area,Ready To Move,Kanakpura Road,2,Prdhue ,1322,2,3,700000,664,,
Super built-up  Area,Ready To Move,Kothanur,2,,1160,2,2,570000,716,,
Super built-up  Area,Ready To Move,5th Block Hbr Layout,2,,1100,2,2,480000,60,,
Built-up  Area,Ready To Move,Lakshminarayana Pura,3,RothaVa,1720,3,3,1500000,745,,
Super built-up  Area,18-Jul,Hosur Road,3,PuendWe,1689,3,2,1030000,544,,
Super built-up  Area,Ready To Move,Chikkalasandra,2,,1090,2,1,474200,326,,
Super built-up  Area,Ready To Move,KR Puram,2,,2000,2,0,750000,626,,
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,2,Patust ,1155,2,2,690000,1208,,
Built-up  Area,Ready To Move,Vishveshwarya Layout,6,,4000,6,0,2300000,1234,,
Built-up  Area,18-Jun,Sarjapur  Road,4,Marthur,3913,5,0,1760000,1039,,
Super built-up  Area,Ready To Move,Hebbal,3,Brium C,3520,5,2,3200000,513,,
Super built-up  Area,18-Jun,JP Nagar,2,,1125,2,2,399800,575,,
Built-up  Area,18-Apr,Yelahanka,3,Hotat H,1847,3,3,920000,1261,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Srncya ,1515,2,1,760000,72,,
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8,,3450,7,2,2250000,972,,
Plot  Area,Ready To Move,Yelahanka,5,,2500,3,1,1200000,1261,,
Built-up  Area,Ready To Move,Sarjapur  Road,2,Srntssh,1130,2,2,550000,1039,,
Super built-up  Area,Ready To Move,Bellandur,2,Goner C,1049,2,1,510000,236,,
Super built-up  Area,Ready To Move,Amruthahalli,3,,2650,4,0,1750000,114,,
Super built-up  Area,18-Dec,Varthur Road,2,,850,2,1,254000,1191,,
Super built-up  Area,20-Jan,Badavala Nagar,3,DNncasa,1842,3,2,1150000,182,,
Plot  Area,Ready To Move,Govindaraja Nagar Ward,5,,2600,5,3,3700000,468,,
Super built-up  Area,20-Dec,Jakkur,2,ArndsSk,1282,2,1,720000,584,,
Super built-up  Area,Ready To Move,Kalena Agrahara,2,PrncyRe,800,2,1,400000,641,,
Plot  Area,Ready To Move,Gidada Konnenahalli,4,,1200,4,2,2400000,452,,
Super built-up  Area,18-Sep,Chandapura,3,SunceEs,1190,2,2,303500,304,,
Super built-up  Area,18-May,Magadi Road,3,Vrenty ,1318,2,1,680000,772,,
Super built-up  Area,19-Jul,Kanakpura Road,2,Soazak ,1698,2,1,1050000,664,,
Super built-up  Area,Ready To Move,Jayanagar,3,,2030,2,1,1820000,600,,
Super built-up  Area,Ready To Move,Kammasandra,3,DSOakil,1276,2,1,319000,654,,
Super built-up  Area,Ready To Move,Shikaripalya,3,Maenara,1555,2,1,670000,1070,,
Super built-up  Area,17-May,Sarjapur  Road,3,Ahriaup,1881,3,2,1450000,1039,,
Super built-up  Area,Ready To Move,frazertown,3,,2900,3,2,3250000,1281,,
Super built-up  Area,18-Jul,Yelahanka,3,Miitat ,1890,3,2,1090000,1261,,
Super built-up  Area,Ready To Move,M V Extenstion,5,,900,5,,1350000,761,,
Super built-up  Area,20-Dec,Old Madras Road,2,SheldGr,935,2,1,320000,896,,
Super built-up  Area,Ready To Move,Cox Town,2,Santspa,1000,2,3,580000,348,,
Super built-up  Area,Ready To Move,Singasandra,3,,1510,3,2,750000,1084,,
Built-up  Area,Ready To Move,Uttarahalli,2,,1120,2,1,500000,1179,,
Super built-up  Area,Ready To Move,Ananth Nagar,2,,930,2,1,259900,121,,
Super built-up  Area,Ready To Move,Electronic City,3,Itvir M,1160,2,2,420000,417,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1419,2,2,481000,972,,
Super built-up  Area,Ready To Move,Talaghattapura,2,,1175,2,2,620000,1141,,
Built-up  Area,Ready To Move,Bellandur,3,DSsorin,1350,2,1,630000,236,,
Super built-up  Area,Ready To Move,Malleshwaram,3,Sariaat,2215,3,2,3300000,786,,
Super built-up  Area,Ready To Move,Attibele,2,DSvar S,996,2,1,249000,152,,
Super built-up  Area,19-Dec,Anjanapura,2,DSapeto,1076,2,1,301300,129,,
Super built-up  Area,Ready To Move,Off Bannergatta road,4,,2180,4,3,1150000,891,,
Super built-up  Area,Ready To Move,Kasavanhalli,3,HMonymp,1715,3,3,1120000,670,,
Super built-up  Area,Ready To Move,Hebbal,2,Srntsha,1072,2,2,450000,513,,
Super built-up  Area,Ready To Move,Panathur,2,SVnamnd,1230,2,1,800000,914,,
Super built-up  Area,Ready To Move,Murugeshpalya,3,,1600,2,1,650000,833,,
Super built-up  Area,18-Dec,Thanisandra,3,Bhe 2ko,1411,3,1,932500,1148,,
Built-up  Area,Ready To Move,Rayasandra,5,,3600,5,3,1450000,999,,
Super built-up  Area,Ready To Move,Jalahalli,3,,2404,3,2,1380000,589,,
Plot  Area,Ready To Move,Sahakara Nagar,4,,1200,4,,1900000,1025,,
Plot  Area,18-Apr,Nagarbhavi,3,,1200,3,2,2260000,848,,
Built-up  Area,Ready To Move,Doddathoguru,3,Srtasno,1208,3,1,450000,396,,
Plot  Area,Ready To Move,Yeshwanthpur,5,,1700,5,2,3000000,1267,,
Super built-up  Area,18-Dec,Haralur Road,2,SNnia E,1225,2,1,698400,506,,
